index	question	sentence	label
829	Officer #Jenny is  a single www.MonsterMMORPG. com #entity. cestas follow @MonsterMMORPG #dancing	 	0
830	Will #NASA go metric before it inches to Mars? 3,600 miles is 5,794 kms by the way #OrionLaunch #NASA_Orion http://t.co/eWPJLc4ZSS	 	0
831	@UoCDisSupp @DuchenneNow @ActionDuchenne @Duchenne_Heroes I'm off to visit great-nephew very ill, only 20  fair	 	0
832	anw as long as there's nothing going on with the both of u rn, i can still forgive u but i cant promise to forget	 	3
833	#Fears #for #female #Saudi #activist as #detention for #driving a #car is #extended http://t.co/kXKPawBJx1 via @guardian	 	0
834	Oh and it's a positively balmy 7c	 	1
835	I #may or may  be #watching #Rockos #Modern #Life... #ForeverA90sKid #ImNotTheWallabyIusedToBe	 	0
836	decided to do a really fun thing, left myself 15 hours to sit an exam and write 3 x min. 1000 word essays	 	1
837	@restlessduncan @SR_Duncan I accept him the way he is...	 	0
838	@jimmyk52501 @MotherJones @NickBaumann I love when the wilfully ignorant embraces hate and still think they hold a moral high ground |	 	1
839	@KyleCGShore a kiss on the cheek next time is enough :)	 	0
840	@salgovernale No clue what you were talking about? Well that's a first!	 	1
841	 a bad game last night. Way to go Packers! http://t.co/9vvSvsEnmF	 	0
842	@stillfallin_ great Christmas.	 	1
843	Florida authorities say 1 police officer shot and killed http://t.co/DjcjLrbeRw #Florida #TarponSprings #TampaBay	 	0
844	I was wrong when I thought I will find a way that doesn't lead 2 you	 	0
845	@ManuclearBomb Players are penalized for not playing defense as you're aware. David Ortiz barely above average in '14 based on WAR.	 	0
846	14 units next semester plus work yes so excited for that!!!	 	1
847	i need to start going to bed earlier...smh, goodnight everyone, or should i say goodmorning haha #morning ... http://t.co/cGCD326NWF	 	3
848	@SheikhLarki try Naheed akhtar & nayyara noor too. gOLD stash.	 	0
849	@HeyAmie @brad4word I have no idea why Brad would be in the doghouse...	 	0
850	BBC News - 'Skywalker' passport cancelled because it was 'frivolous' #trademarks  http://t.co/chTEamOZcC	 	1
851	@kathleen1350 @GopherFootball @jamieyuccas Jamie took over my account. Don't worry	 	0
852	Finally 2015 will be a worry free year for me.	 	1
853	Tomorrow's afternoon #NFL sked in #PanamaCity area: WECP 12p #KCvsPIT, 3:25p #INDvsDAL; WPGX 12p #ATLvsNO.	 	0
854	@br_radio @BR_NFL @JasonPhilCole no duh. ? Is will owners fire Goodell for it? My guess he gets a raise  #GoodellMustGo	 	1
855	@LucelinaB82 I be surprised at how many ppl have me blocked 😩😩😩  #ITalkTooMuchShit #YOURSTILLCLOCKINGMETHO #ThatsWhyYourGirlStillFollows	 	1
856	#politics is not my cup of tea says #sonakshi @sonakshisinha  of #lingaa fame . #sonakshi dad #shatru is our top #bjp leader	 	2
857	@K_TR69 @tracieeeeee @KDunham4Prez too much of that herb. New trend of potheads contributing to society maybe? Darn that	 	1
858	EXO COMING SOON 2015||Better pray this is better with 10 members *sighs* But either way, obssessed fans would still be obssesed ._.	 	0
859	Big 12 fans flocking to support TCU after that OU beat down, Texas loss, and WVU manhandling lol.	 	0
860	I have a VERY limited number of press seats available for a Meet Me There screening in Austin on January 21. Hit me up, press types.	 	0
861	.@toppscards I couldn't find the letter in my binder, but I did find these! http://t.co/AZ68gH8y7v	 	0
862	@peta @KemDizzle     and how many animals does peta kill every year.|#hypocrisy #idiots|might want to point CID inward!	 	2
863	I love waking up at 3am feeling like my insides are being chopped into tiny pieces and set on fire.  #killmenow 😭🔪🔥	 	1
864	@Darhino_ @joystiq sure! "wow, Nintendo has achieved what Sony already did years ago"	 	1
865	#America #continues to show us that it is  here for #BlackPeople even though http://t.co/plj8KgPsbu	 	0
866	hmmm. I do wonder why Astec has one fewer employee? #lol	 	1
867	@falklands_utd @StanCollymore I'm sure you're all inconsolable	 	1
868	Listening to the rain in bed #Peacefull ☔️💦💧💦	 	0
869	Yay for getting pink eye again!  #whyme	 	1
870	wow what great banter from @WillHart2014	 	1
871	"DNA from Richard III has thrown up a surprise: evidence of infidelity in his family tree." http://t.co/tXu9ZtrNaX  ||Well I'm SHOCKED.	 	1
872	Isn't it great to sleep 5 hours and feel like a million bucks?  #gettingold	 	1
873	@DianeWilmot1 @deray I honestly haven't a clue. I'd hope there were some since the surveillance cams I've seen show barely anything	 	0
874	People who don't get : you are THE BEST!	 	1
875	I liked a @YouTube video http://t.co/Jzuvo7lsxW NEW Chocolate Bar Palette Review | Semi Sweet vs. Original	 	0
876	Can't wait for my 7:30am #dental appointment tomorrow!|Oh time please speed through today! !	 	1
877	@legallyblonde64 @PBuffkin "I can't look at a bridge without crying now."	 	0
878	Love how I can never fall asleep  #insomnia	 	1
879	@sophiaqualquer what for ? waste of time...:)	 	0
880	Can we trade McCain? Biden helps Republicans more than McCain. In any other time, McCain would be a Democrat. | http://t.co/SitsHhM6W2	 	0
881	Happy Monday!  Hate mondays.	 	1
882	Is holding not a rule anymore?	 	0
883	@burninggoats no doubt. And we wonder why Xmas makes ppl crazy?!	 	0
884	@LadySandersfarm: @intreeg_me It did get yo lazy butt outta bed, didn't it now. Thanks for proving my point!	 	0
885	its not that so much as his lies and deceit, @TimOwensby @RBRNetwork1 @TheOldBreed1775 @real_smart_guy3 @DFW_AlertsCTC	 	0
886	I liked a @YouTube video from @jdfromny206 http://t.co/oeb8mtMIpj WWE 2K15 (PS4) My Career Mode Ep: #12: "TRIPLE THREAT" | WWE 2K15	 	0
887	Hey, @HLTVorg. DenialCSGO decided that they want to replace @denialfugly and I'm their new player. #NAShuffle Nobody is safe. #CSGO	 	1
888	This time change is crazy. Everyones all up here like woohoo its 11am lets live life! & I'm like it is 5am & I have not slept at all yet.	 	0
889	Why isn't there a playoff legend Romo? @EASPORTS_MUT	 	3
890	#Palestinian #Authority -- #Abbas #trades #stalemate for #confrontation in #ICC #move. http://t.co/rDKOFf0s39 via @reuters	 	0
891	@P333Games @AskPlayStation thnx all sorted now.. #kids #happy 😊.. Thanks again @P333Games for trying to help most of all thaku for replying	 	0
892	How to know when he really loves you. #tmi #imsorry #chickfila http://t.co/ghhfbkyW5V	 	0
893	Damit, this fatima bhutto has an instagram account but not pics of her. Some random shit...and then ppl i follow keep posting pics.	 	2
894	I love how today is going	 	1
895	Tribute to a brave elephant simply defending his family. http://t.co/Mo74x8M5kA	 	0
896	@BlogOfErised so I gave up and am now heading for bed orz	 	0
897	So nice to have a final before the sun is even up 😊	 	1
898	so @AskPlayStation still waiting, my son is very happy enjoing his christmas gift ... i cant understand how u didn't prevent this ...	 	1
899	Count Pushkin to End this fvckin night smh	 	0
900	Home finally! What a way to start the christmas break!!! 👍👌	 	0
901	@JackShiite @BigDaveTsv @MjrElvisNewton You're arguments are obviously very impacted by the fact this family were TSI in appearance.	 	0
902	@mcquadejennica I just got my tonsils out #lovinglife  .. Good luck!!	 	1
903	The counter argument... RT @slmandel: If OSU lost last night, Baylor would be in & we'd all be talking about benefits of no Big 12 champ.	 	0
904	Oh we get to see The Queens Garden on #itv after she addresses the nation. Just what I always wanted  😳	 	1
905	Oh how I love fainting randomly	 	1
906	@ViewfromGorgie |My Jambo buddy sees a more Scottish identity emerging for HMFC.|The John Wilson types can travel to Govan.|	 	2
907	It's such a joy to wake up sick again and not be able to use the one arm I do everything with.	 	1
908	Photo: #Say it loud say it #proud! #Nope #never!  a quitter and will never #be... #always #winning even... http://t.co/CW8qeDU7NJ	 	0
909	#Love is far more important than #money!|The problem is, you only know it once you have money!| #life #humanity	 	2
910	@CheenaZafar 😁 contrary to this ... I'm wide awake (caffeine injected consciousness ) 😳	 	0
911	Many of the best ideas come from having fingers too fat for your keyboard.  #nimble  #agile	 	1
912	Time for my babies and I to take this medicine so we can get better😷	 	0
913	Yet another out of a million doctor visits tomorrow...so.stoked.	 	1
914	http://t.co/K69PvdLaA5 #TeenAnalCasting #2003 2003 Ford F-150 XLT Mulberry FL 33860	 	0
915	Been the problem, actually. RT @OBtoojiveforyou: @WashWizards tough road trip. cant win em all but coaching has not been strong.	 	0
916	Rolls-Royce, as envisioned by the wonderful people at Mansory #rollsroyce #purple #customcar  http://t.co/gbK733wrZ3	 	1
917	IT'S DEFINITELY NOT FRIDAY. THE REASON IS: It's Tuesday~! Yesterday it was Monday so why should it be Friday.	 	3
918	@UberStaub you have never seen me	 	0
919	Last day of school it was so much fun but not much people came. what a shocker	 	1
920	Besides some overpriced holiday candles, I haven't seen one #CyberMonday deal worthwhile today. Brutal.	 	0
921	This is the weather i just love walking to work in  #worst #weatherbomb	 	1
922	The #AdvancedWarfare campaign was only 6 hours -_-|PS: It's still better than BF4's campaign tho (that I didn't finish) :p	 	0
923	Nothing like waking up to 50+ financial formulas! Yay, for corporate finance comprehensive finals!  #finalsweek	 	1
924	I picked a great week to start a new show on Netflix.  #HellOnWheels	 	1
925	Bday lily painting for @laryssam27 💜 http://t.co/IAzvrBec91	 	0
926	.@tomorrowstand Yup. That's exactly how we do it	 	1
927	@APMarkLong but it wasn't as bad as that picture seemed to indicate.  You're still a very horrible person.	 	1
928	 just like that http://t.co/ppFU03GQGL	 	0
929	Can't believe @TAMU is even considering renaming the Academic Building after Perry...b/c he did so much great stuff for public educ?	 	1
930	That's nice.	 	1
931	Check Out this YouTube channel: https://t.co/4t87VM36Y5	 	0
932	It's been a great week for dictators.  Congrats North Korea and Cuba.	 	1
933	My boy has another cold and spent the night coughing and sneezing all over me #sexy	 	1
934	@ChancelleM have you heard back yet?!	 	0
935	Went to check on 10 cause it was way late for sleeping and BAM she was never here. Why did no1 find it important to tell me this???	 	0
936	The whole world can never get me on my level	 	1
937	@NYPDnews y'all are doing a great job at keeping people safe	 	1
938	i dont think it would matter, metric or english, he doesnt understand math @Chillytimbo @brownbearmike1	 	0
939	Wings? I don't have wings! |"Of course not... You're a boy!"	 	0
940	The UofL student ticket policy is such a well thought out plan, good job SGA.  #ihateyou	 	1
941	👊 #fistbump #positive #focus #starve #distractions #werk #motivation #createpath #uplift #success... http://t.co/Nzpp4X5j1f	 	0
942	Rants about being pregnant and judged for buying a bottle of wine. Poses weekly for belly pics in front of wine rack.  or #fail ?	 	0
943	@Defothedinosaur get around them	 	3
944	@GazTheGooner84 oh right do you know John Parker the pisshead @ParkzTheDon	 	0
945	#FEMALECONDOMS  |#herpes is  #curable, it #can #be #managed.. http://t.co/0Y1t0CNyZx	 	0
946	What an eventful weekend	 	1
947	@MLS @ussoccer Awesome destination site. High population of 136k, super easy to get to, lots of great sites. Will do well there! .	 	1
948	Kyle it won't let me @ you? But yeah, we are grown ass men with fast cars. Who gives af lol. And bring it to my room hooah? See ya in a bit.	 	0
949	@Parlett316 that's where you are wrong, I can just watch his films and not follow him on Twitter.	 	0
950	@RoryWhite12 @Nick_Stafford I can't remember the last time I saw a newish GTi and have only ever seen 1 Golf R. What has changed?	 	0
951	I really really want apple pie boilo	 	0
952	@NoFlyDawn @daibyday This sounds high, but is safe for short term use. It dramatically increases antimicrobial peptides in the blood.	 	0
953	Ostentatious "a showy display designed to impress". Thats the word I immediately think of when I see a woman feeding her child!  #Idiot	 	1
954	@michael_adair @CelticLiam88 For Queen and country yet they go down and destroy an English city and attack English police lol	 	2
955	Congrats still SASMVT for a good run. Ulitin nalang ulit ang 6-peat next year :)	 	0
956	She's in Malawi and I'm stuck in joburg  fair http://t.co/HIRR63yN1d	 	0
957	If someone could come give me a massage that would be gr8	 	0
958	I have #OTH playing in the back ground at work....ohhh #naughty :p but #FUN	 	0
959	my favorite thing to do on Tuesday is write psychology papers😐  #killme	 	1
960	Yay for early morning protestors!  #heavyamountsofsarcasm	 	1
961	"@NBCSportsRoc: Arizona Coyotes forge deal with BMW http://t.co/s7ZhDHk5li" But, relocation!!!	 	3
962	@XboxSupport hello, can you give me an guess when Xbox core services will be fixed?	 	0
963	@TODAYshow Joel Olstein, a man who hardly ever mentions Jesus in his sermons,  is going to talk about the meaning of Christmas?	 	2
964	#ready for doing #business today 😄  🙈 #tiredashell #coffeecoffeecoffee #morecoffee #... http://t.co/baKHHhFBA4 http://t.co/juZ8pLcNES	 	1
965	I dont understand tlist as I dont read inamorata I only read inamorato lmao #sorry or prob  lol	 	0
966	She did two marijuanas and look what happened. Don't #LegalizeIt. #Merica () http://t.co/oHxBNeKEqT	 	3
967	... @NICKIMINAJ slaying in Igloo Australia's home country lol  RT > @MalikZMinaj: Nicki is SLAYING New Zealand! http://t.co/5oIm9uZNQr	 	3
968	See, this is why you shouldn't use version control!  #notjustWordPress... ||http://t.co/uCtj9WTxzl	 	0
969	Less than 5 hours sleep, fantastic  😁	 	1
970	@AYJamal_ wesay Yar her date was good 😉 I guess she(in first meeting)wanted to b seen with a girl or smth(in hindsight I found her mashkook)	 	0
971	@vwigan sorry, missed off my  tag from the end of my tweet	 	0
972	I love it when adults act like children. || #eyeroll	 	1
973	I feel faint after chasing a whippet and Lily, Libby, Gabby, Millie the cats who were playing chase in the garden #AintItFun !! #notfun	 	1
974	"@EarthPix: Adorable little white tiger http://t.co/GmFru7GmiR"	 	0
975	I asked God to protect me from my enemies a long time ago .. short after I started losing friends  or #naah	 	2
976	@Espngreeny Aren't humans the ones who are playing the sport?	 	3
977	@MulcahyBrandan @NourMays @thisisianhogan @Traviscrawf42 @Zinnsanity14 @tannerdixon55 @Victoria_Wahl not now guys finals 💯	 	0
978	K should give us a famous bf, some fan need an entertainment apparently	 	3
979	@markknoller That'll work...  #HellBeFiredinElevenMonths	 	1
980	Didnt have no time to wake and bake this mornin  winnin 😡🙅	 	0
981	Awake this early on my only day off before christmas...feeling ill banging head, bunged up, shivering... Just what I need!!!!	 	1
982	It's beginning to look a lot like Christmas! #timetodecorate #tistheseason http://t.co/3Mh7cRrZN0	 	0
983	"Sony Studio Bosses To Employees: Don't Worry, We'll Be Fine" http://t.co/YVvoiiwxTu I know I'd feel better.  http://t.co/usu8Tlmo25	 	1
984	@patrickmchall @WakondaClub I bet those fairways and greens rival the work of @WakondaGrounds	 	1
985	@Jordanbrown_97 haha quite right mate! They coonty workers have got it aff easy Al tell ye! Oot here workin like a hamilton accie 👳  😂😂	 	1
986	Lifes like a bird, its pretty cute until it craps on your head. #Gharwapsi #72HoursOfCrazy #PowerOfFive #lol  #AntiConversionLaw	 	3
987	@TaylorLaynee @Dweigh300 @KardashianReact this is shallow af, stop discriminating eyes, all eyes are beautiful.	 	1
988	@madrabdgg MK1 Shadow Shift was so much fun.  @feltomgon	 	1
989	@talkhoops Pierce had 34. What's wrong with 36?	 	0
990	When we stop accepting crumbs in the name of love, only then we can equally appreciate the silence of solitude & festivity of loving.	 	0
991	God bless whoever came up with the idea of making coloureds bruh..not cape colourds thou	 	0
992	NEW #HipHop MUSIC:> @Flows201 - Crack Music: http://t.co/PQmUEmlJUf #JerseyCity #NJ #NY #BirthOfAWinner	 	0
993	"Saturday selfies" miss you guys @ellakcx @taracasey13 jessica101xxx mark8 😘😘😘😘kiss each and one... http://t.co/9tG4rKuYNj	 	0
994	@Arbys: If you're loving this game, we've got a few desserts you might enjoy. #Turnovers #OREvsFSU even Arby's is talking smack to FSU	 	0
995	Exactly 1 year ago today! (via @timehop) http://t.co/m9E3NSZDIk http://t.co/U2OpTFAd1w	 	0
996	It was a greaaaat night! ☺️😁	 	0
997	@StephHammy I wonder if they have that in an audio book...	 	0
998	Queens Of The Stone Age no Rock In Rio http://t.co/rhqRtBAxGm ícias #queensofthestoneage #rockinrio	 	0
999	@jordyn_eaton wants me to get hit by a bus so she can get a 4.0 #bestroomieaward	 	1
1000	Hold It Bub! >> http://t.co/M4UO2D7UuF >> #cartoon #comics #funny #jesus	 	0
1001	unless he's changed @laurarubin7 @Gumlegs @TheLexZane @jerryjizzum753 @1_Free_Man @Life_DLL @ABPT_Rocket @Anan_VII	 	0
1002	@twitter Please follow me. I have a technical question. Thanks.	 	0
1003	morelikes_app #necklace #sweet #you #running #inlove #iphoneonly #igers #russia  #sm... http://t.co/gjXGctg7dv http://t.co/F5v62iOT02	 	0
1004	@Lloydgallagher3 no im not mate, yea good pretty much there so shud b gd nxt week bit sore to kneel down still and twinges sumtimes but ok	 	0
1005	: When some archers fight with "supple" bows the way hoplites fight with stiff spears. #Archer=#Hoplite #Bow=#Spear	 	2
1006	Lol RT @EnfieldSpurs: Wouldn't surprise me if Soldado bangs in a hatrick and we win 0-3 against Chelsea tonight .. The legend is back	 	0
1007	Tonight's family bonding presents a dark quite house playing Marco Polo with a side of nerf guns #lovemyfam	 	0
1008	@ceyland89978315 All #U Can Do Beautiful Is Your #BEST Winning Is  Important Taking Part & Having Fun Is What Matter's :-)	 	0
1009	So I heard a college dropout is offering a graduate from best College a jawdropping package!	 	2
1010	@Nelza82 When are you buggering off out of the country	 	0
1011	@mrcitythinks amazeballs. #superman	 	1
1012	@CharleyDaveler I infer that you are besmirching coffee, but that can't be right	 	0
1013	@Ms_Mac4 I need a new job so I can read books again. I miss reading. Being an English teacher really gets in the way of reading.	 	2
1014	@karanjohar yep, that's what they say.|	 	3
1015	#Israel #raps #Palestinian #U.N. #draft as '#gimmick.' http://t.co/WCzRGou038 via @reuters	 	0
1016	seeing ppl walking w/ crutches makes me really excited for the next 3 weeks of my life	 	1
1017	Day 39&40  3 #Novel Train. #comfortzone #christmastree #nextlevel #buzzkillington #familyguy... http://t.co/A2Lo1POYbN via @weebly	 	0
1018	Running on less than 4 hours of sleep... #longnight #longday #sleepy	 	0
1019	@Owain_Thomas Loving how Fulham looks like a playoff team. #NotReally	 	1
1020	Count the scars on your soul	 	0
1021	Big shocker that 2 of 8 called in	 	1
1022	Does the word "counter-productive" ever mean anything to people when they sit around and dream up ideas to double their wage?	 	2
1023	Check out some things I've been really loving recently during the holiday season! http://t.co/5fihlieEyt	 	0
1024	36 hours no food no drink going strong  #givemeabrew 🙏😭☕	 	1
1025	Another great day on the #TTC.	 	1
1026	@destroy_robots Damn. That would have made excellent thing to recount in autobiography ;p	 	0
1027	Couldn't agree more! RT @Champ_Payne: Nothing makes me feel more special than receiving an automated DM.	 	1
1028	Photoset: babaybubblez: aquabreeze: disgustinghotels:  all men But lets not forget In the real story,... http://t.co/3De7AnRhyP	 	0
1029	Thank you to all of the lovely people who come to work sick, or come to eat sick.. I appreciate your germs...	 	1
1030	@hamackey @cspanwj an e-reader would definitely help save my life if someone broke into my house. Good call	 	1
1031	Too late, thrown the #PS4 out of the window last night cus i couldn't play  http://t.co/L86S0O47Aq	 	3
1032	They thought I was gone ! These vegas niggas gone respect me and know I been doing this shit too ! & I... http://t.co/f9lY8Mx9cX	 	0
1033	@tritternz he lost his license not long after, mwahaha  @PercolateNZ	 	3
1034	Stuck in traffic!!! ☔️⚡️ #mondays #athensbyrain #traffic #ontheroad #ontime?  #sisters #COOLURSTYLE... http://t.co/IqCcPYFXIt	 	0
1035	@TMZ he hasn't been diagnosed w/ bipolar disorder yet I'm assuming?He needs to "beat" his "hard feeling" emotions into submission.	 	2
1036	@JimmyRollins11 I hope you know how much we really loved you here in Philly. To the greatest shortstop in Phillies history, thank you!	 	0
1037	Watching the news being like; "oh this totally restored my faith in humanity."	 	1
1038	@doodlebug0 Why not? The House Committee has been very informative thus far!!!  |#UniteBlue	 	1
1039	My favorite dreams are the ones where you wake up covered in tears.	 	1
1040	Had an insomnia cookie and now I can't sleep	 	2
1041	@bjamesweed how do you like that loss son?	 	0
1042	You know its a gonna be a good day when your roommate comes in saying she just took her aderol and is about to have an anxiety attack	 	1
1043	"I'm going to Finnish all my homework and get caught up on everything over the break"  http://t.co/d1OyKPzWwU	 	1
1044	#LeBron #James: '#Violence #is  #the #answer': LeBron James said Thursday that "violence is not the answer and... http://t.co/GPz3D9TIUV	 	0
1045	Pulis is available. Will guarantee we stay up	 	1
1046	#sorry  #sorry I always do this... #cant #help #it #im #an #asshole #like #that http://t.co/Zp4JIBpSbj	 	0
1047	Cats are so cute I wish I wasn't allergic 😭😭	 	0
1048	@Monaiza_Diva kabhi I'm messier than usual messy wesay 😣 I need chai & I'm resting for last 2 days. May be this is the reason.	 	0
1049	Claybo Dawson and I are @jsteigleman 's #squadgoals 😎	 	0
1050	@iwritethings23 Email me when you need a friend...always here to chat, I've been there many many times so right with you xx	 	0
1051	@Hulksmash1985 My entire body sends sympathies too - I was diagnosed with Rheumatoid Arthritis 11 yrs ago - yay flare-ups!!	 	1
1052	Love scooping feed bunks before we can feed calves	 	1
1053	Do...or do not. There is no try. - #Yoda "Do. Do not. Try. Try again. Repeat until you get it right." - #JarrodDavis	 	0
1054	@TheReal_HsK bruhh I just saw a license plate that had the letters FDB 😂	 	0
1055	Just in case anyone was wondering, Veni Vidi Vici in Spanish is Vine Vi Vencí #studybreaks #UMDFinalsWeek	 	0
1056	Honking at me whilst you drive past - so romantic, it makes me want to trace you through your number plate and be with you forever	 	1
1057	No. Its actually not Friday. Today we proudly present ☆ Sunday~!☆ So... GO ENJOY YOUR SUNDAY.	 	0
1058	Few things are more amazingly wonderful than getting up early on a Monday morning to start the work week!!!!!!  #needmoresleep 😴💤😕	 	1
1059	And people start to drink ... Means fun	 	1
1060	#Patriots #report #card: #Grades  #half bad: Tom Brady throws under pressure in the 2nd quarter during Sundays http://t.co/lzdBh8iHC4	 	0
1061	New Years Eve is generally the most overrated party of the year. It's supposed to be a huge shindig, but usually I'm disappointed.	 	0
1062	I love being unappreciated	 	1
1063	Look!: #Poulan #Chainsaw #New http://t.co/xK86xbKQel #shopping #chain  #saws #start #starting #will #wont	 	0
1064	@georgeely22 Because your "sarcastic"?	 	3
1065	It's 8:46 and I'm ready for bed.	 	0
1066	Ouch that hurt 😂	 	1
1067	#Australia -- Eight #children #killed in Australia in #reported #mass #stabbing. http://t.co/WDOD2tSaXB via @reuters	 	0
1068	The Penguins cancelled their morning skate today...due to icy conditions.  #butseriouslytheroadsarebad	 	2
1069	 Bad Idea When You climb on the mountain http://t.co/1lMSxcNiOx	 	0
1070	I love math, I'm so amped for my final like 7 hours from now. I hardly studied for it. #IBeenDoingIntegralsSinceThe5thGrade  😄😜😂😣😰😫😖	 	1
1071	I'm so afraid.	 	1
1072	@johnsykes1035 absolutely shocking that the lamestream media hasn't picked up on this  #mediabias @theMRC @newsbusters	 	0
1073	not speaking he do not like comedy, it was spoken jokingly  of his assassination that is  funny guys and gals... (2/2)	 	0
1074	They don't even listen to ur order talk about great customer service 👎	 	1
1075	@TheStalwart @M_C_Klein @matt_levine @reihan @charlescwcooke and what about the blacks you guys they don't know what to do with money	 	3
1076	@vhdawg The day one of him minions was carrying a sign saying my mother was fat was one of mine.	 	3
1077	I am starting to think UK has a pretty good basketball team #BBN	 	1
1078	I just love being told that I wouldn't have gotten hired if my boss knew I was pregnant.. #ha	 	1
1079	Im aware that NYE celebrations are usually laiden with false expectations,I'll just be happy to close the door and kick 2014's arse thru it.	 	0
1080	@Spencer_Downey @FFPMMarc ooh, that looks like so much fun!	 	1
1081	I love waking up with migraines  😭	 	1
1082	why is there a hotdog on|http://t.co/2YQdPhfZKX???	 	0
1083	@muellnerpaul @jamieyuccas @KimJohnsonWCCO @KylieBearseWX don't forget @Ali_Lucia and @AshleyRobertsTV (they're as smart & kind as lovely)	 	0
1084	Taylor wrote a nasty note on my car today. #we #are  #friends	 	0
1085	..@Youtube : Keeping the big channels big, and the little channels irrelevant since 2014 . #GoodJob	 	1
1086	Indian society teaches how "Not to get raped" rather than "Don't rape"  #Sadhvi #MufflerMan #Indias30 #Rohtak	 	2
1087	I just saw another person wearing a heavy winter coat with a hood up  encouraging	 	0
1088	Hi Orgabeh, so we meet again. I think you're my soulmate. 😍  zzzzZzz 😫  #patience	 	1
1089	@JJJetPlane94 nah dude my buddy puked all over steak and shake	 	0
1090	@icequeenerika yes, we officially try that.  #Gamergate	 	1
1091	There are two things that need to better. Drafting and the players work ethic. That's it.	 	0
1092	When someone on a conference call talks about "housekeeping items". Grrr.	 	0
1093	Youre such a great person.	 	1
1094	saturday class wee	 	1
1095	@DalailamaQuots I don't recall dalai lama talking about busty girls and celebs but apart from that....	 	3
1096	Went off the road this morning as did my English professor , thank you FSU for your concern for commuters  😒	 	1
1097	@koadmedia how many championships? You trying to say that makes him worth more than Saban?	 	0
1098	@ntsikimazwai should just relate to her water first AMEN	 	0
1099	@neiltyson mocking a spiritually precious holiday for millions is just so courageous of you... #shameonyou	 	1
1100	Got to play w dogs last night! http://t.co/LuLEdNu8QA	 	0
1101	Apparently it's hang up on Ashley day😄	 	0
1102	@exlabourite yes, except Farage backs the slow genocide of Palestinians by Israelis using Nazi methods	 	2
1103	Ok watching how hurt parents are when their kids decide to elope definitely makes me change my mind about it. Small cozy wedding it is	 	1
1104	@pruemacsween I'm truly at peace	 	1
1105	Learned to play 3 string notes on the guitar #pro#idiot	 	1
1106	Morgan just asked me if I wanted to play a game with him on his Xbox. Usually I can't even look at it.	 	0
1107	@DefendWallSt @michellemalkin The more liberal the city, the more class and intelligence it exudes.	 	1
1108	Come to jhb to play volleyball on a fake beach  #work http://t.co/yS6wkgvT5y	 	2
1109	I don't think it's the last time ;-) #hobbit #onelasttime  #cinema #ov #3d #48hfr http://t.co/pnYzcS0Gi7	 	0
1110	Wow I really have the best luck known to man  😅	 	1
1111	I love running on 3 hours of sleep..  #ijustwannasleep 😕	 	1
1112	There's a reason I don't tell my parents anything, cause I always get THE most positive responses	 	1
1113	How could he kill is best friend  #a true #friend	 	0
1114	"My dad would have a shotgun ready"|"My dad would offer him a beer"|"My dad would ask him to join his clan"|😂 @rannimarti @Hartswormx3	 	0
1115	Imma kill all you SOBs! Jk #lol  #RedEye	 	1
1116	Is your internet a bit slow today? Blame a thick, wet, cable: http://t.co/U3XGalyJdr	 	0
1117	OMG! #Berlin is so fashion!  #vscocam http://t.co/J6qrlxv82z	 	1
1118	 - Road safety campaign donkey killed by car http://t.co/hnWYc5jp13	 	2
1119	Love games during the week because I don't get to go to sleep until like 1!	 	1
1120	Every story has an end.. but in life every Ending ia just a new Begining. #quoteoftheday #lifequotes	 	0
1121	Don't you just love when you say hi to someone in the hallway and they completely ignore you? Yeah, I love that too. 😒👊	 	1
1122	Abraham was actually from modern day Iraq (Ur of the Chaldea) @TimOwensby @ILOVEBLACKMEN01	 	0
1123	Rain and sleet hun? Yeah I totally want to get dress and go to work. Sounds like  fun  #iwannagobacktobed	 	1
1124	@AskPlayStation so helpful	 	1
1125	studying up on narcissism. the more I read up, the more I'm afraid I have this disorder!! #centeroftheuniverse	 	1
1126	I love when I'm taken as a joke...makes me feel so good about myself!	 	1
1127	Playing golf all day 'ery day |#PerksOfBeingOld	 	0
1128	comparing @elasticbox to @hashicorp #atlas ...	 	0
1129	@Zoopla brilliant news for potential young buyers!	 	1
1130	I guess I'm not sleeping tonight, I didn't want to leave anyways	 	1
1131	I swear . I can  stand little fucking girl. I want to punch her in the fucking face . Bitch needs to go home for real .	 	0
1132	Flooded basements are always a fun thing to deal with	 	1
1133	"The two constables -- Veer Pal Singh Yadav and Avnish Yadav - did not have any criminal record." - NDTV||	 	2
1134	3 hours of sleep is sufficient to tackle this day.  #timezoneproblems	 	1
1135	@MarcotteJN @KillerKalen yeah I'm avoiding you by waking up at 6 AM my time so by 10 PM I'm exhausted.  #sucksimissedyou <3	 	1
1136	@cafartic heh as if @Telstra and average work in the same sentence!	 	1
1137	Why is ISIS an acronym for words in English?	 	3
1138	I'm up early as I need to drive downtown to take a test bright and early this morning. Yay! #Torontotrafficisfun	 	1
1139	#But #It8217s #Matters  #Size #Style #That #wedding|Please RT: http://t.co/yuBEGSzVLp http://t.co/p3EpD026wH	 	0
1140	Going to go into central for last minute present shopping #soorganised	 	1
1141	 is the game	 	0
1142	@wilw you didn't make enough of a blót to Ullr (God of Hunting, Skiing, and I assume hockey).	 	0
1143	I wish it was January already...  Not because of school but because I'm having major withdrawals #Arrow  fair wtfwasthat	 	0
